Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,
1689,7,0,Bolivia,0,#N/A,#N/A,"Beni Department -- Cities: Rurenabaque, San Buenaventura, Reyes. Beni river. La Paz Department - Provinces: Loayza, Ingavi, Murillo, Loayza, Larecaja, Camacho y Los Andres. La Paz city area. Oruro Department -- regional capital area. Cochabamba Department -- Cochabamba city area. Potosí Department.",0,01/01/2001,03/22/2001,81,18,300000,6000000,Heavy rain,1,107078.76,6.93818835217917,-67.148,-14.9061,,1,2,1,5,01/01/2001,409,1550,,,,
1688,6,0,Malaysia ,0,#N/A,#N/A,"Johor State - Disticts: Johor Baharu, Kota Tinggi, Mersing and Kluang. Towns/areas: Kulai, Hulu Tiram, Skudai, Masai, Plentong, Kong Kong and Pasir Gudang. Sungai Plentong River. -- Terengganu State - Districts: Besut, Dungun, Hulu Terengganu, Kemaman and Setiu. Terengganu River. -- Kelantan State - Pasir Mas district; Kedai Lama, Rantau Panjang, Sungai Golok River.",0,01/16/2001,01/21/2001,6,2,5000,,Monsoonal rain,1,17458.8,5.02016564030943,102.631,5.38603,,0,1,1,4,01/16/2001,408,1549,,,,
1687,5,0,Philippines ,0,#N/A,#N/A,Negros Island and Province - Silay city and nearby villages. Balugo River and tributaries.,0,01/15/2001,01/15/2001,1,2,12000,,Heavy rain,1,845.614,2.92717216454584,123.05,10.7585,,0,1,0,3,01/15/2001,408,1548,,,,
1686,4,0,Kenya ,0,#N/A,#N/A,"Nairobi and surrounding areas - Dagoretti, Kibera",0,01/13/2001,01/14/2001,2,4,0,38119.4409148666,Heavy rain,1,4356.18,3.94013581242991,36.9363,-1.25302,,0,1,0,3,01/13/2001,408,1548,,,,
1685,3,0,France,Belgium,#N/A,#N/A,France - Brittany region: towns of Redon and Caen. -- Belgium - Han-sur-Lesse region: Meuse river and its tributaries.,0,01/05/2001,01/07/2001,3,0,80,,Brief torrential rain,1,3926.12,4.07108482419185,5.01154,50.3658,,0,1,1,3,01/05/2001,408,1548,,,,
1684,2,0,Malawi ,0,#N/A,#N/A,Rumphi and Chikwawa districts. Lungazi river ,0,01/04/2001,01/04/2001,1,5,14,,Heavy rain,1,10394.92,4.01682115132095,33.5624,-10.6938,,0,1,1,2,01/04/2001,408,1547,,,,
1683,1,0,Mozambique,Somalia,#N/A,#N/A,"Mozambique -- Tete Province - Northern and southern regions. Districts: Mutarara, Zumbo, Magoe and Macanga. Towns: Inhangome, Tete city. Rivers: Zambezi, Nhamadzi, Dziwedziwe. -- Zambezia Province - Coastal region. Districts: Nicuadala, Namacurra, Pebane, Chinde, Maganja da Costa, Morrumbala, Mopeia, Luabo. Qualimane city area. Nipiode River. -- Sofala Province - Cities/towns: Beira, Tica, Buzi, Goonda, Dondo, Marromeu. Nhamatanda district. Pungue and Buzi Rivers. Southern bank of the Zambezi River. Mafambisse, Caia, Chemba. -- Manica province - Nhacolo town in Tambara district. -- Gaza province - Save River at Massangena and Nova Mambone. -- Southern and Central Malawi -- floods affecting 13 of the country's 27 districts. Lower Shire Valley. Districts: Nsanje, Mangochi, Chikwawa, Salima, Nkhotakota, Zomba. Lengwe National Park. Shire River. -- Zambia - Provinces: Eastern, Northern, Northwestern, Copperbelt and Central. River Luangwa in Luangwa town near Mozambique border. Towns: Lusaka, Kitwe. Kafue River. -- Zimbabwe - Provinces: Mashonaland Central, Matabeleland North. Zambezi river valley. Districts: Muzarabani, Guruve, Tsholotsho. Masvingo, Centenary. Rivers: Zambezi, Gwayi.",0,01/01/2001,04/27/2001,117,146,485000,42700000,Tropical cyclone,1,202265.53,7.37410773855394,33.5624,-16.2016,,1,1,1,1,01/01/2001,408,1546,,,,
1682,2000102,0,Croatia,0,#N/A,#N/A,"Central and southern Croatia - Coastal towns of Senj and Otocac. Neretva river at town of Metkovic. -- Yugoslavia - Montenegro Republic. Zeta River in Danilovgrad and surrounding towns. Cetinje, Kotor.",0,12/28/2000,12/30/2000,3,0,2000,,Heavy rain,1,1048.13,3.49753640643343,15.1101,44.9481,,0,26,0,94,12/28/2000,407,1545,,,,
1681,2000101,0,Sri Lanka,0,#N/A,#N/A,"Districts of Ampara, Batticaloa, Anuradhapura, Trincomalee, Mannar and Polonnaruwa.",0,12/24/2000,12/28/2000,5,5,300000,,Monsoonal rain,1,13726,4.83651399889067,81.4009,7.9462,,0,26,1,94,12/24/2000,407,1545,,,,
1680,2000100,0,Australia ,0,#N/A,#N/A,"Northwestern Queensland near border with Northern Territory - Gulf of Carpentaria area; Cape York Peninsula; Barkly Highway. Towns: Doomadgee, Gregory, Burketown, Camooweal, Mt Isa, Karumba, Normanton. Rivers: Georgina, Flinders, Thompson, Barcoo, Burke, Diamantina, Albert, Gregory, Norman.",0,12/15/2000,01/09/2001,26,0,300,24000000,Heavy rain,1,225488.61,6.76809795742613,141.45,-18.2429,,1,26,1,93,12/15/2000,407,1544,,,,
1679,2000099,0,Brazil ,0,#N/A,#N/A,"States of Espirito Santo, Minas Gerais, Sao Paulo, Rio Grande do Sul. Outskirts of Belo Horizonte, hills surrounding the port city of Santos, Alto Feliz ",0,12/17/2000,12/26/2000,10,13,2000,,Heavy Rain,1,578255.57,6.76211982476927,-44.4235,-20.71,,1,25,1,92,12/17/2000,406,1543,,,,
1678,2000098,0,Philippines ,0,#N/A,#N/A,Northern Panay Island - Capiz province,0,12/08/2000,12/11/2000,4,11,55000,,Tropical cyclone,1,2197.83,3.9440540884613,122.682,11.3819,,0,24,0,91,12/08/2000,405,1542,,,,
1677,2000097,0,Indonesia,0,#N/A,#N/A,Sumbawa Island - West Nusa Tenggara province - Taliwang subdistrict.,0,12/03/2000,12/06/2000,4,9,3000,,Brief torrential rain,2,590.25,3.67412598274271,116.887,-8.73699,,0,24,0,91,12/03/2000,405,1542,,,,
1676,2000096,0,Indonesia ,0,#N/A,#N/A,"Northern Sulawesi Island: Manado city. Minahasa district. Kaima village. Sario, Dendengan and Tondano rivers. ",0,11/30/2000,12/03/2000,4,14,30000,,Heavy rain,1,6250.2,4.3979539058731,124.7,1.16835,,0,24,1,91,11/30/2000,405,1542,,,,
1675,2000095,0,Tanzania ,0,#N/A,#N/A,"Mwanza city. Mabatini, Nyakato, Uhuru, Rufiji and Mlango Mmoja. Mirongo River. Gonja and Kirinjiko villages in the Kilimanjaro Region",0,12/01/2000,12/31/2000,31,3600,0,,Heavy rain,1,18959.38,5.76918582499131,33.0966,-3.14683,,0,24,1,90,12/01/2000,405,1541,,,,
1674,2000094,0,Iran ,0,#N/A,#N/A,"Southwest, southern, central and northern regions - Provinces: Khuzistan, Lorestan, Ghilan. cities: Khoramabad, Ahwaz, Bandar-e-Anzali Caspian. Several towns south of Tehran were flooded, including a town in the foothills of the Alborz mountains  ",0,11/30/2000,12/02/2000,3,0,0,,Brief torrential rain,1,83734.13,5.40002376706705,48.4834,32.6274,,0,24,1,89,11/30/2000,405,1540,,,,
1673,2000093,0, Philippines,0,#N/A,#N/A,Wide areas of Mindanao and the central Philippines - Visayasislands.,0,11/30/2000,12/03/2000,4,12,70000,,Heavy rain,1,14310.98,4.75772936610936,125.231,8.93576,,0,24,1,88,11/30/2000,405,1539,,,,
1672,2000092,0,Somalia ,0,#N/A,#N/A,Southern Lower and Middle Jubba regions. Main Jubba River. ,0,11/20/2000,11/30/2000,11,0,150000,,Heavy rain,1,51402.68,5.75237844771127,42.2678,-0.057876,,0,24,1,87,11/20/2000,405,1538,,,,
1671,2000091,0,Indonesia,Malaysia,#N/A,#N/A,"Indonesia - Northern Sumatra: provinces: West Sumatra, North Sumatra, Aceh, Jambi. Districts: Pesisir Selatan, Tanah Datar, Pasaman, Dairi, Bireun, Batangkapas. Towns: Banda Aceh, Padang, Malalo, Duo Koto, Taratak Teleng, Bayang, Lhokseumawe -- Thailand - Provinces: Songkhla, Nakorn Sri Thammarat, Pattalung, Surat Thani, Yala, Narathiwat, Trang, Satun, Pattani, Chumporn and Krabi. City of Hat Yai. -- Malaysia - States: Terengganu, Kedah, Kelantan. Districts: Kuala Krai, Pasir Puteh, Kubang Pasu, Kota Setar, Padang Terap, Kota Baharu, Pasir Mas, Tumpat, Besut, Kuala Pertang. Rivers: Sungai Bata, Sungai Kampung Telok Malik, Sungai Pantai Johor, Sungai Baru, Sungai Golok, Sungai Padang Terap.",0,11/21/2000,12/01/2000,11,243,68682,94500000,Brief torrential rain,1,344410.96,6.57846964847348,99.8029,1.58123,,1,24,1,86,11/21/2000,405,1537,,,,
1670,2000090,0,South Africa ,0,#N/A,#N/A,"KwaZulu-Natal province - low-lying northern parts; Mtunzini area. Towns: Richard's Bay, KwaDlangezwa, Manzamyana, Saint Lucia, Emadulini, Nongoma. Rivers: Mzingazi, Sikhwedezi, Nkonjane",0,11/19/2000,11/23/2000,5,3,3000,,Brief torrential rain,1,25654.42,5.10813220482628,31.9504,-27.9422,,0,23,1,85,11/19/2000,404,1536,,,,
1669,2000089,0,Sri Lanka ,0,#N/A,#N/A,"Northeastern Province - Districts: Polonnaruwa, Batticaloa and Ampara; thousands of villages inundated. Karativu, Pottuvil and Dehiattakandiya areas. ",0,11/18/2000,11/22/2000,5,3,300000,3000000,Monsoonal rain,1,7611.54,4.58044253835218,81.3113,7.60689,,0,23,1,84,11/18/2000,404,1535,,,,
1668,2000088,0,Vietnam ,0,#N/A,#N/A,"Provinces: Quang Nam, Binh Dinh, Phu Yen, Quang Tri, Thua Thien-Hue, Ninh Thuan, Quang Ngai and Khanh Hoa",0,11/18/2000,11/26/2000,9,36,25000,15000000,0,1,49136.38,5.64564566720131,108.567,14.7895,,0,23,1,83,11/18/2000,404,1534,,,,
1667,2000087,0,Australia ,0,#N/A,#N/A,"Northern New South Wales - Hunter Valley, northern tablelands, Lachlan Valley, Murray region. Towns: Gunnedah, Wee Waa, Narrabri, Maitland, Dubbo, Walgett, Tamworth, Coonamble, Ashford, Yetman, Denman, Muswellbrook, Calala, Woolomin, Mudgee, Ashford, Bourke and Brewarrina. Rivers: Peel, Namoi, Murray, Edward, Gwydir, Belubula, Castlereagh, Macquarie, Macintyre, Barwon. -- Queensland - town of Quilpie; Bulloo and Ward Rivers. Pioneer River in north coast town of Mackay",0,11/17/2000,12/02/2000,16,0,600,265000000,0,2,111978.36,6.55428408098444,150.571,-31.1931,,1,23,1,82,11/17/2000,404,1533,,,,
1666,2000086,0,Saudi Arabia,0,#N/A,#N/A,Wadi Setarah. cities: Jeddah and Mecca,0,11/15/2000,11/18/2000,4,7,300,,Heavy rain,1,10793.76,4.63523274859668,39.7227,21.4998,,0,22,1,81,11/15/2000,403,1532,,,,
1665,2000085,0,Venezuela ,0,#N/A,#N/A,"The capital city of Caracas, Vargas and eight other states on the northern coast and to the west",0,11/12/2000,11/17/2000,6,3,6000,,Heavy rain,1,77733.16,5.66875757334023,-69.3826,10.7955,,0,22,1,80,11/12/2000,403,1531,,,,
1664,2000084,0,Canada ,0,#N/A,#N/A,"Southeastern Manitoba. Sivurtburn, Winnipeg area. Red River ",0,11/08/2000,11/10/2000,3,0,0,,Heavy rain,1,7561.32,4.35571887279688,-97.1989,49.6165,,0,22,1,79,11/08/2000,403,1530,,,,
1663,2000083,0,Indonesia  ,0,#N/A,#N/A,"Central Java - districts: Purworejo, Kebumen, Purbalingga ",0,11/05/2000,11/07/2000,3,21,0,,Brief torrential rain,1,7587.63,4.35722739969905,109.443,-7.63679,,0,22,1,78,11/05/2000,403,1529,,,,
1662,2000082,0,Italy,0,#N/A,#N/A,"Northwest Italy between Genoa and San Remo - Imperia province. Liguria region: Savona and Ventimiglia. Val D'Aosta, Alassio. Rivers: Po, Secchia and Oglio.",0,11/05/2000,11/07/2000,3,3,30,,Heavy rain,1,23851.47,4.8546364051069,7.74033,44.8503,,0,22,1,77,11/05/2000,403,1528,,,,
1661,2000081,0,USA,0,#N/A,#N/A,"Central and Southeast Texas - Counties: Kimble, Mason , Kerr, Gillespie. Llano River",0,11/02/2000,11/07/2000,6,6,0,,0,1,9655.08,4.7629071269884,-99.3783,30.6009,,0,22,1,76,11/02/2000,403,1527,,,,
1660,2000080,0,Philippines,0,#N/A,#N/A,"Luzon Island - Provinces: Rizal, Laguna, Cagayan and Nueva Vizcaya. Manila area, suburban Taguig",0,11/03/2000,11/05/2000,3,43,668000,2600000,Tropical cyclone,1,5875.21,4.24614464910365,121.177,14.4934,,0,22,1,75,11/03/2000,403,1526,,,,
1659,2000079,0,USA,0,#N/A,#N/A,Eastern side of Main Island -  Hilo area,0,11/02/2000,11/03/2000,2,0,100,20000000,Heavy rain,1,86.6495,2.23879605667967,-155.099,19.7397,,0,22,0,74,11/02/2000,403,1525,,,,
1658,2000078,0,Taiwan,0,#N/A,#N/A,"Counties: Taipei, Pingtung, Kaohsiung, Cities: Keelung, Taipei, Hsichih, Chitu. Keelung River",0,11/01/2000,11/04/2000,4,58,0,77000000,Tropical cyclone,1,4476.77,4.25302477382918,121.616,24.736,,0,22,1,74,11/01/2000,403,1525,,,,
1657,2000077,0,UK,Ireland,#N/A,#N/A,"UK - England, eastern Scotland, northern Wales - Kent, Sussex, the North East, Yorkshire and the Midlands, County Durham, Northumberland, Hampshire, West Sussex. Towns: Skipton, Stockbridge, Shipley, Cottingley, Shrewsbury, Worcester, Bewdley, Yalding, Bath, Shropshire, Leeds, York, Selby, Ripon, Malton, Norton, Skinningrove, Lanchester, Ironbridge, Bridgnorth, Upton on Severn, Burton upon Trent, Doncaster, Uckfield, Ponteland, Exton, West Meon, Barlby, Selby, Surrey, Chichester. Rivers: Ouse, Derwent, Severn, Trent, Dee, Thames, Beult, Teise, Rother, Uck Aire, Foss, Stour, Ure, Gaunless, Don, , Pont, Meon, Medway, Wey, Lavant and Ems. -- Southern Ireland - Bantry in Co Cork, Clonmel in Co Tipperary, Enniscorthy in Co Wexford and Arklow in Co Wicklow. Rathfarnham, Kimmage. Rivers: Poddle, Dodder, Blackwater, Suir",0,10/29/2000,10/30/2000,2,13,6000,3000000000,Heavy rain,2,96949.62,5.58860610250208,-0.67815,52.675,,0,22,1,73,10/29/2000,403,1524,,,,
1656,2000076,0,Indonesia ,0,#N/A,#N/A,"West and Central Java - Districts: Cilacap, Banyumas, Tasikmalaya. Towns: Cibalung, Bandarpanjang, Kupa, Bantarkalong",0,10/29/2000,10/31/2000,3,40,10000,,Heavy rain,1,13696.67,4.61373624695533,108.884,-7.32349,,0,22,1,72,10/29/2000,403,1523,,,,
1655,2000075,0,Philippines,0,#N/A,#N/A,"Philippines - Southeastern Luzon: Provinces: Cavite, Sorsogon, Catanduanes, Samar, Albay. Manila and nearby areas ",0,10/28/2000,10/31/2000,4,41,100000,12500000,Brief torrential rain,1,7059.58,4.4508388553956,123.715,13.0629,,0,22,1,71,10/28/2000,403,1522,,,,
1654,2000074,0,Israel ,0,#N/A,#N/A,"Tel Aviv area, Jaffa; Gaza Strip ",0,10/24/2000,10/26/2000,3,1,600,,Heavy rain,1,3171.9,3.97844074164619,34.6702,31.8891,,0,22,0,70,10/24/2000,403,1521,,,,
1653,2000073,0,Algeria,Morocco,#N/A,#N/A,"Algeria - Regions of Naama and Tlemcen. Town: Ain Sefra, Sidi Bel Abbes, Relizane and El Bayadh  -- Morocco - eastern region of Taza",0,10/22/2000,10/25/2000,4,28,400,,Brief torrential rain,1,101502,5.60853459101962,-0.678384,34.2249,,0,22,1,70,10/22/2000,403,1521,,,,
1652,2000072,0,USA,0,#N/A,#N/A,"La Paz County. Towns: Wenden, Salome. Centennial Wash. ",0,10/22/2000,10/23/2000,2,1,500,7800000,Brief torrential rain,1,313.934,2.79786834931482,-113.627,33.7958,,0,22,0,69,10/22/2000,403,1520,,,,
1651,2000071,0, Spain ,0,#N/A,#N/A,"11 provinces along Spain's Mediterranean coast. Regions: Valencia, Murcia, Catalonia, Amposta, Zaragoza, Teruel and Albacete. Cities: Cartagena, Tarragona, Murcia, Valencia, Ramonte, Cambrils, Teruel, Alicante, Sagunto. Rivers: Ebro, Palancia",0,10/20/2000,10/26/2000,7,8,500,75000000,Brief torrential rain,1,26693.08,5.2714967280704,-0.537843,39.6859,,0,22,1,69,10/20/2000,403,1520,,,,
1650,2000070,0,Italy,0,#N/A,#N/A,"Italy - Regions: Valle D'Aosta, Piedmont, Liguria. Towns: San Rocco al Porto, Turin, Pavia, Cremona, San Benedetto Po, Parma, Piacenza. Rivers: Po and Ticino. -- Switzerland - Valais canton, village of Gondo; Locarno, Lake Maggiore area, Martigny.",0,10/14/2000,10/22/2000,9,37,43000,50000000,Brief torrential rain,2,44552.5,5.90414458397546,8.74789,45.5709,,0,22,1,68,10/14/2000,403,1519,,,,
1649,2000069,0,China ,0,#N/A,#N/A,"Hainan Province - 610 villages in northern and eastern areas including Qionghai, Wenchang, and Ding'an. -- Guangdong Province - Xuwen County",0,10/12/2000,10/18/2000,7,10,200000,,Tropical cyclone,2,11165.9,5.19402176973871,110.075,19.7057,,0,22,1,67,10/12/2000,403,1518,,,,
1648,2000068,0,Brazil ,0,#N/A,#N/A,"Rio Grande do Sul State - Cities: Viamao, greater Porto Alegre,",0,10/12/2000,10/15/2000,4,6,5000,,Heavy rain,1,10254.69,4.61298252747805,-50.9415,-29.9018,,0,22,1,66,10/12/2000,403,1517,,,,
1647,2000067,0,Mexico ,0,#N/A,#N/A,Tabasco State - Villahermosa area.,0,10/10/2000,10/17/2000,8,0,1500,,0,1,3036.54,4.38546899340059,-93.006,18.0568,,0,22,1,65,10/10/2000,403,1516,,,,
1646,2000066,0,UK ,0,#N/A,#N/A,"Southeastern England - East and West Sussex, northwest Kent and Devon, Hampshire. Towns: Uckfield, Lewes, Maidstone, Yalding, Tonbridge. Rivers: Uck, Ouse, Medway",0,10/11/2000,10/14/2000,4,0,1000,5900000000,Heavy rain,1,5378.47,4.33271874189054,0.222568,51.0974,,0,22,1,64,10/11/2000,403,1515,,,,
1645,2000065,0,Vietnam ,0,#N/A,#N/A,"Provinces: Lam Dong, Dac Lac, Binh Duong, Khanh Hoa, Dong Nai, Ninh Thuan, Tay Ninh, Ba Ria-Vung Tau, Ha Tinh. Districts: Cu Chi, Hoc Mon, Binh Chanh. Cities: Hoi An, Danang, Hue, Ho Chi Minh City. Thu Bon River ",0,10/10/2000,10/19/2000,10,23,200000,,Monsoonal rain,1,71922.63,5.85686555989319,107.684,12.2919,,0,22,1,63,10/10/2000,403,1514,,,,
1644,2000064,0,Columbia ,0,#N/A,#N/A,"Caribbean Coast and Andes regions. Rivers: Magdalena, Cauca, San Jorge and Sinu.",0,09/20/2000,09/30/2000,11,9,28000,,Heavy rain,1,208182.91,6.35983776000934,-74.7861,7.36097,,1,22,1,62,09/20/2000,403,1513,,,,
1643,2000063,0,Belize,Mexico,#N/A,#N/A,"Northeastern Belize - Belize City; San Pedro village on island of Ambergris Cay; Caye Caulker. Corozal District. -- Northwestern Nicaragua - Leon and Chinandega provinces. -- Mexico - Quintana Roo state, Chetumal city. Gulf coast of Tabasco. Tampico. -- Northern Costa Rica - towns of Quepos and Parrita",0,10/01/2000,10/05/2000,5,14,10621,,Brief torrential rain,1,3925.89,4.2929081312194,-88.3995,18.2855,,0,21,1,61,10/01/2000,402,1512,,,,
1642,2000062,0,Nigeria ,Bangladesh,#N/A,#N/A, Lagos city,0,09/20/2000,09/21/2000,2,0,0,,Brief torrential rain,1,7724.63,4.18890768210304,3.21802,6.74719,,0,21,1,60,09/20/2000,402,1511,,,,
1641,2000061,0, India,0,#N/A,#N/A,"India --West Bengal State - Districts: Murshidabad, Birbhum, Nadia, Bardhaman, Hoogly, Howrah, Midnapore, North Dinajpur, Bankura, 24 Parganas. Towns: Mayapur, Salar, Bharatpur, Baroan, Kandi, Katwa, Muraroi, Calcutta. -- Bihar State - Districts: Munger, Bhalagpur, Dumka, Sahebganj, Deogarh, Madhupur, Josidih, Sheikhpura and Banka. Rivers: Ganges, Kosi, Bagmati, Burhi Ganduk, Hoogly, Kharia, Ichamati and Jamuna. Reservoirs discharged on Damodar, Mayurakshi and Ajoy Rivers. Water levels begin to recede in West Bengal on Oct 2. -- Bangladesh -- Districts: Jhenaidah, Chuadanga, Shariatpur, Rangpur, Gaibandha, Bogra, Rajshahi, Manikganj, Kushtia, Chapainawabganj, Jessore, Magura, Satkhira and Meherpur. Towns: Rajshahi, Kurigram. Rivers: Padma Surma and Kushiyara. -- see also DFO-2000037 and DFO-2000031",0,09/18/2000,10/21/2000,34,1468,24000000,700000000,Monsoonal rain,2,155000.88,7.02284307654143,88.5453,24.0841,,1,21,1,59,09/18/2000,402,1510,,,,
1640,2000060,0, Mexico,0,#N/A,#N/A,"Guerrero and Chiapas States. Cities: Tapachula, Acapulco, municipality of Concordia, Lazaro Cardenas.",0,09/19/2000,09/22/2000,4,9,0,,Heavy rain,1,12755.85,4.70776939492528,-100.301,17.2579,,0,20,1,58,09/19/2000,401,1509,,,,
1639,2000059,0,France ,0,#N/A,#N/A,Departement of Herault . Cities: Marseille and Montpellier ,0,09/19/2000,09/20/2000,2,6,0,,Heavy rain,1,18172.83,4.56045255960825,4.40411,43.8005,,0,20,1,57,09/19/2000,401,1508,,,,
1638,2000058,0, Sri Lanka ,0,#N/A,#N/A,"Galle and Matara districts - Nagoda, Baddegama and Weliwitiya Divitura areas. Low lying areas in Colombo. Gin Ganga River",0,09/18/2000,09/22/2000,5,2,100000,,Heavy rain,1,8043.09,4.60439293270345,80.6155,6.19576,,0,20,1,56,09/18/2000,401,1507,,,,
1637,2000057,0,Brazil ,0,#N/A,#N/A,"Pernambuco State, Recife city ",0,09/16/2000,09/18/2000,3,3,10000,,Heavy rain,1,3054.32,3.96203579069934,-35.0369,-8.23498,,0,20,0,55,09/16/2000,401,1506,,,,
1636,2000056,0,Guatemala ,0,#N/A,#N/A,"Towns: Teleman, Zacapa, hillsides outside of Guatemala City. Concepcion River overflowed in Escuintla.",0,09/15/2000,09/17/2000,3,20,1000,,Heavy rain,1,13966.79,4.62221785800803,-90.639,14.9718,,0,20,1,55,09/15/2000,401,1506,,,,
1635,2000055,0,Japan,South Korea,#N/A,#N/A,"Japan - Prefectures: Aichi, Shizuoka, Mie and Gifu. Cities: Nagoya, Daito, Inuyama, Nishibiwajima, Toyota, Higashiura. Rivers: Shonai, Shin, Kiso, Ishigase, 8 rivers in Aichi prefecture  . -- South Korea - (struck by Typhoon Somai on Sep 16) North and South Kyongsang provinces",0,09/11/2000,09/17/2000,7,13,100000,28000000,Tropical cyclone,1,42969.27,5.47825601558169,137.306,34.9498,,0,20,1,54,09/11/2000,401,1505,,,,
1634,2000054,0,North Korea ,0,#N/A,#N/A,Northeastern province of South Hamgyong. Chongjin city. ,0,08/31/2000,09/04/2000,5,42,0,,Tropical cyclone,1,16446.57,4.91504534216023,129.542,41.7853,,0,20,1,53,08/31/2000,401,1504,,,,
1633,2000053,0,El Salvador ,0,#N/A,#N/A,Central and eastern regions ,0,09/05/2000,09/08/2000,4,2,400,,Heavy rain,1,8638.21,4.53848374912379,-88.6266,13.7974,,0,20,1,52,09/05/2000,401,1503,,,,
1632,2000052,0,Philippines,0,#N/A,#N/A,"Northern and eastern Manila city - districts of Caloocan, Quezon, Malabon",0,09/04/2000,09/05/2000,2,3,5000,,Heavy rain,1,1633.72,3.51420762137633,120.916,14.7757,,0,20,0,51,09/04/2000,401,1502,,,,
1631,2000051,0,China,0,#N/A,#N/A,"Guangdong Province - Shaoguan city area, cities of Chaozhou and Jieyang. Beijiang River. -- Hunan Province - southern area. Chenzhou city",0,09/01/2000,09/06/2000,6,47,46000,169000000,Heavy rain,1,25899.58,5.19144397179457,113.483,25.2293,,0,20,1,51,09/01/2000,401,1502,,,,
1630,2000050,0,China,0,#N/A,#N/A,Tibet Autonomous Region - Counties: Gyangze and Bainang. Xigaze City. Nyangqu River,0,08/28/2000,09/05/2000,9,0,1300,,Heavy rain,1,9210.78,4.91853891871894,89.3845,28.9955,,0,20,1,50,08/28/2000,401,1501,,,,
1629,2000049,0,Cambodia,Vietnam,#N/A,#N/A,"--Mekong Delta -- Cambodia - Provinces: Takeo, Prey Veng, Kompong Cham, Kandal, Stung Treng, Kratie, Kompong Speu. Municipality of Phnom Penh. Districts: Peam Ro, Lovi-em. Rivers: Mekong, Bassac and Tonle Sap. Water levels begin to recede in Cambodia Oct 2, but begin rising again on Oct 15. -- Vietnam - Mekong Delta provinces: An Giang, Dong Thap, Long An, Kien Giang, Can Tho. Mekong River. -- Northeast Thailand - Provinces: 42 of Thailand's 76 provinces including Phetchabun. Districts: Lom Sak, Lom Kao. Cities: Phetchabun, Khon Kaen. -- Southeastern Laos - Provinces: Khammouan, Saravan, Champasak, Borikhamxay. Mekong River. -- see also DFO-2000042 and DFO-2000034",0,08/28/2000,09/01/2000,5,1139,6574000,782000000,Monsoonal rain,2,208158.42,6.31839398277302,106.195,11.5439,,1,20,1,49,08/28/2000,401,1500,,,,
1628,2000048,0,India ,0,#N/A,#N/A,"Maharashtra State -  ""low-lying areas""",0,08/30/2000,09/01/2000,3,40,5000,,Heavy rain,1,36854.1,5.04360706464408,80.0385,19.9343,,0,19,1,48,08/30/2000,400,1499,,,,
1627,2000047,0,China,Russia,#N/A,#N/A,"China - Jiangsu Province - Northern coastal area, Xiangshui County. -- Russia - Primorye region - 11 districts in the southern and central parts of the Maritime Territory as well as the cities of Nakhodka, Ussuriisk, and Spassk-Dalny. Vladivostok area. (hit by Typhoon Prapiraoon on Sept 1) -- North and South Korea - Imjin River",0,08/30/2000,09/10/2000,12,31,14140,1000000,Tropical cyclone,1,81863.87,5.99227351750661,132.058,43.7739,,0,19,1,47,08/30/2000,400,1498,,,,
